run_key,timestamp,source,puzzle_id,puzzle_file,title,model,experiment,thinking,include_narrative,include_sizes,image_source,renderer,error,skipped,parsed,parse_needed_repair,truncated,solved,cells,correct,cell_acc,shape_acc,color_acc,color_pairs,fg_recall,fg_truth,bg_fp,bg_fn,missing_cells,n_frames_expected,n_frames_returned,frames_exact,frames_with_correct_dims,positions_exact_match,order_preserved,missing_visible_frames,hallucinated_masked_frames,extra_frames,answered_all_masked,answered_extra_positions,latency_ms,content_chars,reasoning_chars
sub_103|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:44.341275,python-sweep,sub_103,narc_puzzle_sub_103_2026-08-17.json,🧩Six cakes01  03 masked,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,6,5,83.33,83.33,100.0,1,50.0,2,0,1,0,1,1,0,1,,,,,,True,,349,37,0
sub_113|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:47.700389,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,15,60.0,100.0,50.0,20,100.0,20,0,0,0,1,1,0,1,,,,,,True,,678,105,0
sub_113|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:35:51.388412,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,65,100.0,65,0,0,0,3,3,3,3,True,True,,,,,,1440,586,0
sub_113|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:55.834734,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,15,60.0,80.0,66.67,15,75.0,20,0,5,0,1,1,0,1,,,,,,True,,449,81,0
Ballerina 4|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:57.081965,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,14,56.0,56.0,,0,0.0,6,5,6,0,1,1,0,1,,,,,,True,,651,105,0
Ballerina 4|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:36:00.740639,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,100,100.0,100.0,100.0,23,100.0,23,0,0,0,4,4,4,4,True,True,,,,,,1886,776,0
Ballerina 4|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:36:05.636370,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,14,56.0,56.0,,0,0.0,6,5,6,0,1,1,0,1,,,,,,True,,685,105,0
CLCockatiels 3|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:36:09.329632,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,162,68,41.98,45.06,93.15,73,100.0,73,89,0,0,2,2,0,2,,,,,,True,,2184,549,0
CLCockatiels 3|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:36:14.522120,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,162,162,100.0,100.0,100.0,77,100.0,77,0,0,0,2,2,2,2,True,True,,,,,,2489,829,0
CLCockatiels 3|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:36:20.022062,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,162,157,96.91,99.38,94.44,72,98.63,73,0,1,0,2,2,1,2,,,,,,True,,2330,685,0
narc8|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:36:25.364425,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,9,36.0,36.0,100.0,1,11.11,9,8,8,0,1,1,0,1,,,,,,True,,669,105,0
narc8|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:36:29.042184,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,35,100.0,35,0,0,0,3,3,3,3,True,True,,,,,,1693,590,0
narc8|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:36:33.735689,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,9,36.0,36.0,100.0,1,11.11,9,8,8,0,1,1,0,1,,,,,,True,,690,105,0
sub_006|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:36:37.434924,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,0,0.0,52.0,0.0,13,100.0,13,12,0,0,1,1,0,1,,,,,,True,,645,105,0
sub_006|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:36:41.086987,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,39,100.0,39,0,0,0,3,3,3,3,True,True,,,,,,1627,587,0
sub_006|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:36:45.717091,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,18,72.0,100.0,46.15,13,100.0,13,0,0,0,1,1,0,1,,,,,,True,,661,153,0
sub_009|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:36:49.384228,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,49,36,73.47,73.47,100.0,7,35.0,20,0,13,0,1,1,0,1,,,,,,True,,943,181,0
sub_009|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:36:53.332717,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,147,147,100.0,100.0,100.0,52,100.0,52,0,0,0,3,3,3,3,True,True,,,,,,2418,865,0
sub_009|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:36:58.758388,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,49,32,65.31,67.35,91.67,12,60.0,20,8,8,0,1,1,0,1,,,,,,True,,962,241,0
sub_013|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:37:02.733215,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,80.0,100.0,3,37.5,8,0,5,0,1,1,0,1,,,,,,True,,723,105,0
sub_013|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:37:06.462454,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,25,100.0,25,0,0,0,3,3,3,3,True,True,,,,,,1584,588,0
sub_013|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:37:11.051880,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,96.0,85.71,7,87.5,8,0,1,0,1,1,0,1,,,,,,True,,663,153,0
sub_022|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:37:14.718729,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,21,84.0,84.0,100.0,3,42.86,7,0,4,0,1,1,0,1,,,,,,True,,637,105,0
sub_022|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:37:18.362733,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,17,100.0,17,0,0,0,3,3,3,3,True,True,,,,,,1604,588,0
sub_022|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:37:22.974283,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,5,71.43,7,0,2,0,1,1,0,1,,,,,,True,,575,105,0
sub_025_tre_rev|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:37:26.559533,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,8,88.89,100.0,88.89,9,100.0,9,0,0,0,1,1,0,1,,,,,,True,,487,53,0
sub_025_tre_rev|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:37:30.051795,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,24,100.0,24,0,0,0,3,3,3,3,True,True,,,,,,1052,384,0
sub_025_tre_rev|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:37:34.111753,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,7,77.78,77.78,100.0,7,77.78,9,0,2,0,1,1,0,1,,,,,,True,,618,53,0
sub_026|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:37:37.738266,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,21,84.0,100.0,84.0,25,100.0,25,0,0,0,1,1,0,1,,,,,,True,,689,105,0
sub_026|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:37:41.439178,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,55,100.0,55,0,0,0,3,3,3,3,True,True,,,,,,1584,588,0
sub_026|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:37:46.032657,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,80.0,100.0,20,80.0,25,0,5,0,1,1,0,1,,,,,,True,,577,105,0
sub_032|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:37:49.621873,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,18,72.0,80.0,83.33,12,80.0,15,2,3,0,1,1,0,1,,,,,,True,,670,105,0
sub_032|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:37:53.300818,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,43,100.0,43,0,0,0,3,3,3,3,True,True,,,,,,1583,587,0
sub_032|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:37:57.890761,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,18,72.0,80.0,83.33,12,80.0,15,2,3,0,1,1,0,1,,,,,,True,,578,105,0
sub_034_rev_rev|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:38:01.478537,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,7,77.78,77.78,100.0,4,100.0,4,2,0,0,1,1,0,1,,,,,,True,,486,53,0
sub_034_rev_rev|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:38:04.974203,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,24,100.0,24,0,0,0,3,4,3,3,False,True,,0,,,,1194,499,0
sub_034_rev_rev|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:38:09.173991,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,7,77.78,77.78,100.0,4,100.0,4,2,0,0,1,1,0,1,,,,,,True,,523,53,0
sub_035|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:38:12.710331,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,289,33,11.42,19.72,57.89,57,100.0,57,232,0,0,1,1,0,1,,,,,,True,,3617,921,0
sub_035|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:38:19.338327,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,578,578,100.0,100.0,100.0,114,100.0,114,0,0,0,2,2,0,0,True,True,,,,,,8170,2349,0
sub_035|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:38:30.513758,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,289,280,96.89,97.23,97.96,49,85.96,57,0,8,0,1,1,0,1,,,,,,True,,4011,1041,0
sub_041|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:38:37.538395,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,19,76.0,76.0,,0,0.0,6,0,6,0,1,1,0,1,,,,,,True,,862,105,0
sub_041|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:38:41.409018,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,100,100.0,100.0,100.0,39,100.0,39,0,0,0,4,4,4,4,True,True,,,,,,2035,770,0
sub_041|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:38:46.449227,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,15,60.0,68.0,0.0,2,33.33,6,4,4,0,1,1,0,1,,,,,,True,,653,153,0
sub_044|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:38:50.113854,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,8,88.89,9,1,1,0,1,1,0,1,,,,,,True,,668,105,0
sub_044|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:38:53.785209,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,24,100.0,24,0,0,0,3,3,3,3,True,True,,,,,,1602,588,0
sub_044|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:38:58.397626,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,8,88.89,9,1,1,0,1,1,0,1,,,,,,True,,905,105,0
sub_058|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:39:02.311935,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,16,13,81.25,87.5,83.33,6,100.0,6,2,0,0,1,1,0,1,,,,,,True,,606,76,0
sub_058|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:39:05.926019,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,48,48,100.0,100.0,100.0,25,100.0,25,0,0,0,3,3,3,3,True,True,,,,,,1339,495,0
sub_058|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:39:10.274447,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,16,14,87.5,93.75,83.33,6,100.0,6,1,0,0,1,1,0,1,,,,,,True,,485,76,0
sub_065|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:39:13.769964,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,3,25.0,25.0,,0,0.0,9,0,9,0,1,1,0,1,,,,,,True,,586,64,0
sub_065|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:39:17.362351,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,24,24,100.0,100.0,100.0,18,100.0,18,0,0,0,2,3,2,2,False,True,,0,,,,1141,456,0
sub_065|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:39:21.512896,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,6,50.0,50.0,100.0,3,33.33,9,0,6,0,1,1,0,1,,,,,,True,,444,64,0
sub_086|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:39:24.970237,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,10,3,30.0,100.0,30.0,10,100.0,10,0,0,0,1,1,0,1,,,,,,True,,525,70,0
sub_086|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:39:28.503304,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,20,20,100.0,100.0,100.0,20,100.0,20,0,0,0,2,2,2,2,True,True,,,,,,934,436,0
sub_086|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:39:32.445561,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,10,9,90.0,100.0,90.0,10,100.0,10,0,0,0,1,1,0,1,,,,,,True,,416,70,0
sub_088|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:39:35.874861,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,6,66.67,66.67,,0,0.0,3,0,3,0,1,1,0,1,,,,,,True,,485,65,0
sub_088|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:39:39.369295,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,18,18,100.0,100.0,100.0,12,100.0,12,0,0,0,2,2,2,2,True,True,,,,,,958,407,0
sub_088|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:39:43.337560,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,5,55.56,55.56,100.0,2,66.67,3,3,1,0,1,1,0,1,,,,,,True,,6212,65,0
sub_090|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:39:52.559015,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,11,91.67,91.67,100.0,6,85.71,7,0,1,0,1,1,0,1,,,,,,True,,521,60,0
sub_090|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:39:56.084609,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,36,36,100.0,100.0,100.0,30,100.0,30,0,0,0,3,3,3,3,True,True,,,,,,1105,402,0
sub_090|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:40:00.198882,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,11,91.67,91.67,100.0,6,85.71,7,0,1,0,1,1,0,1,,,,,,True,,426,60,0
sub_095|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:40:03.634527,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,8,88.89,88.89,,0,0.0,1,0,1,0,1,1,0,1,,,,,,True,,490,49,0
sub_095|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:40:07.129755,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,3,100.0,3,0,0,0,3,3,3,3,True,True,,,,,,979,290,0
sub_095|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:40:11.118798,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,7,77.78,77.78,,0,0.0,1,1,1,0,1,1,0,1,,,,,,True,,414,49,0
sub_096|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:40:14.544952,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,21,84.0,84.0,,0,0.0,3,1,3,0,1,1,0,1,,,,,,True,,647,105,0
sub_096|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:40:18.199323,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,100,100.0,100.0,100.0,11,100.0,11,0,0,0,4,4,4,4,True,True,,,,,,2104,776,0
sub_096|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:40:23.309307,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,22,88.0,88.0,,0,0.0,3,0,3,0,1,1,0,1,,,,,,True,,587,105,0
sub_101|qwen/qwen3.5-122b|nothink|narr|sizes|blind_solve,2026-08-17T10:40:26.906472,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",qwen/qwen3.5-122b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,16,6,37.5,37.5,100.0,4,40.0,10,4,6,0,2,2,0,2,,,,,,True,,608,83,0
sub_101|qwen/qwen3.5-122b|nothink|narr|sizes|reconstruct,2026-08-17T10:40:30.524591,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",qwen/qwen3.5-122b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,16,16,100.0,100.0,100.0,10,100.0,10,0,0,0,2,2,2,2,True,True,,,,,,821,261,0
sub_101|qwen/qwen3.5-122b|nothink|narr|sizes|recon_solve,2026-08-17T10:40:34.352644,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",qwen/qwen3.5-122b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,True,16,16,100.0,100.0,100.0,10,100.0,10,0,0,0,2,2,2,2,,,,,,True,,506,83,0
